"";"banalfreq";"X.date_2020.06.26";"X.date_2020.07.13";"X.date_2020.12.16";"X.date_2021.01.23";"X.date_2021.03.23";"X.date_2021.03.24";"X.date_2021.04.04";"X.date_2021.05.20";"X.date_2021.05.21";"X.date_2021.08.21";"X.date_2021.08.23";"X.date_2021.10.19";"X.date_2021.10.21";"X.date_2021.12.03";"X.date_2022.04.20";"X.date_2022.05.09";"X.date_2022.06.16";"X.date_2022.06.23";"X.date_2022.06.25";"X.date_2022.09.19";"X.date_2022.10.25";"X.date_2023.01.15";"X.date_2023.02.05";"X.date_2023.04.05";"X.date_2023.05.22";"X.date_2023.08.10";"X.date_2023.10.27";"X.date_2023.11.29";"X.date_2023.12.19";"X.date_2024.01.28";"X.date_2024.02.10";"X.date_2024.02.17";"X.date_2024.09.26";"X.date_2024.11.12";"X.date_2025.03.21";"X.date_2025.04.15";"X.date_2025.04.27";"X.date_2025.06.03";"X.date_2025.06.19";"X.date_2025.06.29";"X.date_2025.07.07";"X.date_2025.08.06";"X.date_2025.08.07";"X.date_2025.09.12";"X.date_2026.03.11"
"dizaine";10;-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;-0,0857;-0,4167;-0,1668;1,0949;-0,2325;0,4773;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;1,1433;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;1,1371;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,332;1,0573;0,8502;-0,0313
"afin";13;-0,1464;-0,0598;1,4993;-0,0564;-0,087;-0,0821;-0,1114;1,5936;0,4055;-0,2266;-0,3022;-0,2288;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;0,3968;-0,0428;0,94;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;0,254;0,3096;0,7459;-0,0408
"couper";11;-0,1238;-0,0506;-0,1055;0,9824;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;-0,172;-0,2557;0,4441;1,1967;-0,0275;-0,13;-0,0371;-0,1206;1,1088;-0,0217;0,9314;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;1,3106;-0,017;-0,0295;-0,0194;0,3633;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;0,3027;0,9845;-0,0727;-0,0345
"charger";13;-0,1464;-0,0598;-0,1246;-0,0564;-0,087;-0,0821;-0,1114;0,4729;0,4055;-0,2266;-0,3022;-0,2288;-0,0337;-0,0326;-0,1536;1,018;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;1,0342;-0,0089;-0,0779;-0,0765;-0,1287;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;0,7331;1,5995;1,7982;-0,0408
"cesse";15;-0,1689;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;0,5913;1,3764;0,9675;0,3177;-0,3487;-0,264;-0,0389;-0,0376;0,4747;-0,0505;-0,1644;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;1,6323;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;-0,3363;-0,2719;-0,2569;-0,0493;-0,0611;-0,0348;-0,0367;-0,049;-0,0436;0,2485;-0,125;0,2151;0,7603;-0,0992;-0,047
"entrer";11;-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;0,7096;1,8652;1,2057;-0,172;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;0,9874;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;1,1004;-0,032;-0,2646;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"volonté";14;-0,1576;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;1,4794;1,0191;-0,2553;-0,3255;-0,2464;-0,0363;-0,0351;1,2764;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;-0,3139;0,9592;-0,2397;-0,046;-0,057;1,1425;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;0,683;-0,3152;-0,0925;-0,0439
"répondre";21;0,3769;-0,0966;-0,2014;-0,0912;0,5584;0,5797;-0,18;0,9223;0,7293;-0,2117;-0,4882;0,2418;-0,0545;-0,0526;0,3612;-0,0708;-0,2302;-0,0672;-0,0414;-0,1033;0,8889;-0,068;-0,0143;0,5994;-0,1236;-0,2079;-0,0416;-0,0324;-0,0563;-0,037;-0,4708;-0,3807;-0,3596;-0,0691;-0,0856;-0,0487;-0,0514;-0,0686;-0,0611;1,618;-0,175;0,4348;-0,4728;-0,1388;-0,0658
"univers";16;-0,1801;-0,0736;-0,1534;-0,0695;-0,1071;-0,1011;-0,1371;1,2831;0,9201;0,2871;-0,372;-0,2816;-0,0415;-0,0401;-0,1891;-0,0539;-0,1754;0,9539;-0,0315;0,7806;-0,0458;-0,0518;1,6046;-0,0959;-0,0942;-0,1584;-0,0317;-0,0247;-0,0429;-0,0282;-0,3587;-0,29;-0,274;-0,0526;-0,0652;-0,0371;-0,0392;-0,0522;-0,0465;-0,3849;1,4401;-0,4354;1,3564;-0,1058;-0,0502
"départ";10;-0,1126;-0,046;-0,0959;-0,0434;0,8453;0,8685;0,7469;-0,4167;-0,1668;-0,1464;-0,2325;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;0,487;1,1371;1,048;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,332;0,3931;-0,0661;-0,0313
"tenter";12;1,4386;-0,0552;0,6331;-0,0521;-0,0803;-0,0758;-0,1029;-0,5;-0,2002;-0,1988;-0,279;0,4144;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;0,621;-0,0238;-0,0185;-0,0322;-0,0211;0,9225;1,0757;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;0,6868;-0,3266;-0,2701;-0,0793;1,0811
"travers";11;-0,1238;-0,0506;-0,1055;-0,0478;0,8071;0,8302;-0,0943;0,5745;0,4627;-0,5339;-0,2557;0,4441;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;1,1826;-0,0194;-0,2466;-0,1994;1,186;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;1,1486;0,3408;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"régulièrement";10;-0,1126;-0,046;-0,0959;-0,0434;-0,0669;-0,0632;0,7469;0,6363;0,4963;-0,4854;-0,2325;-0,176;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;1,1486;-0,0197;-0,0492;-0,0286;1,1433;-0,0068;-0,0599;-0,0589;1,6935;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;0,3714;-0,0833;0,332;-0,2251;-0,0661;-0,0313
"éviter";15;0,4919;-0,069;-0,1438;-0,0651;-0,1004;-0,0948;-0,1286;1,3764;0,3586;-0,7281;-0,3487;-0,264;-0,0389;-0,0376;-0,1773;-0,0505;-0,1644;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;0,2684;0,9086;-0,2569;-0,0493;-0,0611;-0,0348;-0,0367;-0,049;-0,0436;-0,3608;1,4926;-0,4082;0,7603;1,6777;-0,047
"certes";12;-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;1,7212;1,1372;-0,5824;-0,279;-0,2112;-0,0311;1,1748;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;1,2738;-0,0185;-0,0322;-0,0211;-0,269;1,0757;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;0,3138;-0,1;0,2769;-0,2701;-0,0793;-0,0376
"chaque";18;-0,2027;-0,0828;-0,1726;-0,0782;1,5174;0,6376;-0,1543;0,3012;0,3018;-0,8737;-0,4185;0,2858;-0,0467;1,0061;0,412;0,8849;-0,1973;-0,0576;-0,0355;-0,0885;-0,0515;-0,0583;-0,0123;0,6578;1,6198;-0,1782;-0,0356;1,2075;-0,0483;-0,0317;-0,4035;-0,3263;0,2939;-0,0592;-0,0733;-0,0417;-0,0441;-0,0588;0,9447;0,5974;-0,15;-0,4899;-0,4052;-0,119;-0,0564
"imaginer";12;-0,1351;-0,0552;0,6331;-0,0521;0,7726;0,7954;-0,1029;0,5205;0,4326;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;1,0511;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;1,1178;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;0,3138;-0,1;0,2769;0,3343;-0,0793;-0,0376
"inspirer";17;-0,1914;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;1,1981;0,8762;-0,8252;-0,3952;1,5524;-0,0441;1,0297;0,4313;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;1,2316;-0,0456;-0,03;-0,3811;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;1,0392;-0,0555;-0,0494;-0,4089;-0,1417;-0,1405;1,2882;-0,1124;-0,0533
"résumer";14;-0,1576;-0,0644;-0,1342;-0,0608;1,7256;1,7724;1,5271;1,4794;1,0191;-0,6795;-0,3255;-0,2464;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;-0,3139;-0,2538;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;0,2335;0,2873;-0,0925;-0,0439
"aucun";14;-0,1576;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;0,4306;0,381;-0,6795;-0,3255;-0,2464;-0,0363;-0,0351;-0,1655;-0,0472;-0,1535;1,0088;-0,0276;0,8338;-0,04;-0,0454;-0,0096;-0,0839;0,7624;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;0,8112;-0,2538;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;0,268;-0,1167;0,683;1,5111;-0,0925;-0,0439
"celles";12;-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;0,676;1,7212;1,1372;-0,5824;-0,279;1,0974;-0,0311;-0,0301;1,4006;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;0,2769;-0,2701;-0,0793;-0,0376
"sujet";12;-0,1351;-0,0552;0,6331;-0,0521;-0,0803;-0,0758;1,6554;0,5205;0,4326;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;0,555;-0,0404;-0,1315;-0,0384;-0,0237;0,896;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;0,4237;-0,0395;-0,0489;-0,0278;-0,0294;1,0643;-0,0349;0,8732;-0,1;-0,3266;-0,2701;-0,0793;-0,0376
"diriger";12;-0,1351;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;0,5205;0,4326;-0,5824;-0,279;-0,2112;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;0,621;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;1,0757;-0,2055;-0,0395;-0,0489;1,2072;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;1,4874;0,3343;-0,0793;1,0811
"corps";17;0,448;0,783;-0,163;-0,0738;0,6374;0,6594;-0,1457;0,3286;0,3192;-0,8252;-0,3952;0,3029;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;-0,0544;-0,0335;1,8128;-0,0486;0,924;-0,0116;0,6797;0,6866;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;0,6784;-0,3082;-0,2911;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;-0,4089;-0,1417;-0,4626;0,6758;-0,1124;-0,0533
"adapter";11;-0,1238;-0,0506;-0,1055;-0,0478;0,8071;0,8302;0,7096;0,5745;0,4627;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;0,5872;1,0872;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;0,8514;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;-0,2993;-0,2476;0,812;1,1173
"lutte";12;-0,1351;0,923;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;0,5205;0,4326;-0,5824;-0,279;1,9785;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;-0,0706;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;1,0757;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;1,6231;-0,1;-0,3266;-0,2701;-0,0793;-0,0376
"combat";11;0,6054;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;0,5745;0,4627;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;0,6541;-0,0218;-0,017;-0,0295;-0,0194;0,9874;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,9372;-0,0917;-0,2993;0,9845;-0,0727;-0,0345
"arme";17;1,1609;-0,0782;-0,163;-0,0738;-0,1138;-0,1074;-0,1457;1,1981;0,8762;-0,8252;-0,3952;0,3029;-0,0441;-0,0426;-0,2009;-0,0573;-0,1864;-0,0544;-0,0335;-0,0836;-0,0486;-0,0551;-0,0116;-0,1019;-0,1001;-0,1683;-0,0337;-0,0263;-0,0456;-0,03;0,2334;-0,3082;0,3112;-0,0559;-0,0693;-0,0394;-0,0416;-0,0555;-0,0494;1,2195;0,5554;-0,1405;0,2323;-0,1124;-0,0533
"clair";13;-0,1464;-0,0598;0,6029;-0,0564;0,7411;0,7637;0,6453;0,4729;0,4055;-0,631;-0,3022;-0,2288;-0,0337;-0,0326;-0,1536;-0,0438;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;0,7918;0,591;-0,0257;-0,0201;-0,0349;-0,0229;-0,2914;1,0147;0,3968;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;-0,0378;-0,3127;-0,1083;0,254;-0,2926;-0,0859;-0,0408
"vidéo";11;0,6054;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;0,7096;0,5745;0,4627;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;1,1088;-0,0217;-0,0541;1,1557;1,1035;-0,0075;-0,0659;-0,0647;1,6128;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;1,1004;-0,032;-0,2646;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"oublier";14;1,3137;0,8606;-0,1342;-0,0608;-0,0937;-0,0884;-0,12;-0,5834;-0,2335;-0,6795;-0,3255;1,7855;-0,0363;-0,0351;1,2764;-0,0472;-0,1535;-0,0448;-0,0276;-0,0689;-0,04;-0,0454;-0,0096;-0,0839;-0,0824;-0,1386;-0,0277;-0,0216;-0,0376;-0,0247;-0,3139;0,9592;-0,2397;-0,046;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;0,268;-0,1167;1,3078;-0,3152;-0,0925;-0,0439
"affrontement";11;0,6054;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;-0,5339;-0,2557;1,1653;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;0,3633;1,1432;-0,1884;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;0,9372;-0,0917;-0,2993;1,8057;-0,0727;-0,0345
"rapport";11;1,5105;-0,0506;0,6663;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;-0,5339;-0,2557;1,1653;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;0,6541;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;1,1432;0,4536;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;-0,032;-0,2646;-0,0917;-0,2993;0,9845;-0,0727;-0,0345
"subir";10;-0,1126;-0,046;0,7031;1,0217;-0,0669;-0,0632;-0,0857;0,6363;-0,1668;-0,4854;-0,2325;-0,176;-0,0259;-0,025;1,5515;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;0,6907;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;-0,1712;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;0,3714;-0,0833;0,332;0,3931;-0,0661;-0,0313
"voire";15;-0,1689;-0,069;0,5499;-0,0651;0,6854;0,7077;-0,1286;0,3929;-0,2502;-0,7281;-0,3487;0,3415;-0,0389;-0,0376;-0,1773;-0,0505;-0,1644;-0,048;-0,0296;-0,0738;-0,0429;-0,0486;-0,0102;-0,0899;-0,0883;-0,1485;-0,0297;-0,0232;-0,0402;-0,0264;-0,3363;-0,2719;1,7323;-0,0493;-0,0611;-0,0348;1,0911;-0,049;-0,0436;0,2485;0,6018;0,2151;0,2672;0,6901;-0,047
"bon";27;1,5092;-0,1243;-0,2589;-0,1172;-0,1807;-0,1706;1,8139;-1,1252;-0,4505;-1,3107;-0,6278;-0,1495;-0,07;-0,0676;0,7876;1,735;-0,296;0,7438;-0,0532;-0,1328;-0,0772;-0,0875;-0,0184;-0,1618;-0,1589;-0,2673;-0,0535;-0,0417;-0,0724;-0,0476;-0,6054;-0,4895;-0,4624;0,733;0,6502;-0,0626;-0,0661;0,7359;-0,0785;-0,245;1,846;1,664;0,3992;-0,1785;0,7518
"libre";11;1,5105;-0,0506;-0,1055;-0,0478;0,8071;1,9787;-0,0943;-0,4583;-0,1835;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;-0,13;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;-0,0075;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;1,1826;-0,0194;0,3633;-0,1994;-0,1884;-0,0362;1,0086;-0,0255;-0,0269;-0,0359;-0,032;1,7305;-0,0917;-0,2993;-0,2476;-0,0727;-0,0345
"présenter";12;1,4386;-0,0552;-0,1151;-0,0521;-0,0803;-0,0758;-0,1029;0,5205;-0,2002;-0,5824;-0,279;0,4144;1,1602;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;1,1193;-0,0389;-0,0082;0,8165;0,8237;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;0,4237;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;0,3138;0,6868;-0,3266;-0,2701;-0,0793;-0,0376
"maison";13;0,5435;-0,0598;-0,1246;0,9141;-0,087;-0,0821;0,6453;-0,5417;-0,2169;-0,631;-0,3022;-0,2288;-0,0337;1,1413;1,3357;1,018;-0,1425;-0,0416;-0,0256;-0,0639;-0,0372;-0,0421;-0,0089;-0,0779;-0,0765;1,474;-0,0257;-0,0201;-0,0349;-0,0229;0,3108;-0,2357;-0,2226;-0,0428;-0,053;-0,0301;-0,0318;-0,0424;1,0789;-0,3127;-0,1083;-0,3538;-0,2926;1,7982;-0,0408
"national";18;1,117;1,8191;-0,1726;0,7833;1,5174;1,5632;-0,1543;-0,7501;-0,3003;-0,8737;-0,4185;0,7991;-0,0467;-0,0451;-0,2127;-0,0607;-0,1973;-0,0576;-0,0355;-0,0885;-0,0515;0,9008;-0,0123;-0,1078;-0,1059;-0,1782;-0,0356;-0,0278;-0,0483;1,1522;-0,4035;-0,3263;-0,3082;-0,0592;-0,0733;-0,0417;-0,0441;0,8977;-0,0524;-0,433;-0,15;1,0347;0,2171;-0,119;-0,0564
"20";10;0,6414;-0,046;0,7031;-0,0434;-0,0669;-0,0632;1,8105;-0,4167;-0,1668;-0,4854;-0,2325;-0,176;1,2368;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;-0,099;-0,0198;-0,0154;-0,0268;-0,0176;0,3945;-0,1813;1,2621;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;1,1886;-0,2405;-0,0833;-0,2721;0,3931;-0,0661;-0,0313
"directeur";10;-0,1126;-0,046;1,7194;-0,0434;0,8453;0,8685;0,7469;-0,4167;-0,1668;-0,4854;-0,2325;0,4773;-0,0259;-0,025;-0,1182;-0,0337;-0,1096;-0,032;-0,0197;-0,0492;-0,0286;-0,0324;-0,0068;-0,0599;-0,0589;0,6907;-0,0198;-0,0154;-0,0268;-0,0176;-0,2242;-0,1813;1,2621;-0,0329;-0,0407;-0,0232;-0,0245;-0,0326;-0,0291;-0,2405;-0,0833;0,332;-0,2251;-0,0661;-0,0313
"crise";12;0,5729;-0,0552;-0,1151;-0,0521;1,8563;1,9036;-0,1029;-0,5;-0,2002;-0,5824;-0,279;1,0974;-0,0311;-0,0301;0,555;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;0,8237;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;0,6868;0,7887;-0,2701;-0,0793;-0,0376
"reconnaître";12;0,5729;0,923;-0,1151;-0,0521;0,7726;0,7954;0,676;1,7212;-0,2002;-0,5824;-0,279;0,4144;-0,0311;-0,0301;-0,1418;-0,0404;-0,1315;-0,0384;-0,0237;-0,059;-0,0343;-0,0389;-0,0082;-0,0719;0,8237;-0,1188;-0,0238;-0,0185;-0,0322;-0,0211;-0,269;-0,2175;-0,2055;-0,0395;-0,0489;-0,0278;-0,0294;-0,0392;-0,0349;-0,2886;-0,1;-0,3266;-0,2701;-0,0793;1,0811
"cinq";14;0,5166;-0,0644;-0,1342;-0,0608;-0,0937;-0,0884;0,6172;-0,5834;-0,2335;-0,6795;-0,3255;-0,2464;-0,0363;-0,0351;0,4992;-0,0472;-0,1535;-0,0448;-0,0276;0,8338;-0,04;1,0036;-0,0096;1,8155;-0,0824;-0,1386;-0,0277;-0,0216;1,0818;-0,0247;-0,3139;-0,2538;-0,2397;0,9975;-0,057;-0,0325;-0,0343;-0,0457;-0,0407;-0,3367;-0,1167;0,683;0,2873;1,7355;-0,0439
"genre";11;-0,1238;-0,0506;-0,1055;-0,0478;-0,0736;-0,0695;-0,0943;-0,4583;-0,1835;-0,5339;-0,2557;-0,1936;-0,0285;-0,0275;1,4721;-0,0371;-0,1206;-0,0352;-0,0217;-0,0541;-0,0315;-0,0356;1,7657;-0,0659;-0,0647;-0,1089;-0,0218;-0,017;-0,0295;-0,0194;-0,2466;-0,1994;0,4536;-0,0362;-0,0448;-0,0255;-0,0269;-0,0359;1,1486;-0,2646;1,7517;0,8509;0,9845;-0,0727;-0,0345
